Fault ID,Fault Type,"Fault Location (Latitude, Longitude)",Voltage (V),Current (A),Power Load (MW),Temperature (°C),Wind Speed (km/h),Weather Condition,Maintenance Status,Component Health,Duration of Fault (hrs),Down time (hrs)
F049,Overheating,"(34.1828, -118.3112)",2085.3133917444056,215.5433626220042,48.93344364376379,30.12417730879092,14.067243393488333,Rainy,Completed,Faulty,3.339197525198184,2.52808950141167
F153,Transformer Failure,"(34.1664, -118.3806)",2084.03409429179,236.07826415158428,51.14522548651503,24.71091604598286,16.435093900788214,Thunderstorm,Scheduled,Normal,3.633930315265877,4.571318670466477
F078,Line Breakage,"(34.1408, -118.4325)",1862.7047203270872,200.08544315116777,47.72774741262148,29.687349871004344,29.332411700651562,Windstorm,Pending,Faulty,5.64199858330058,2.2912034734410884
F344,Transformer Failure,"(34.5485, -118.7316)",2064.8287706088254,218.15077401617202,50.06804455971927,30.30224088340389,18.132829787457293,Windstorm,Pending,Overheated,2.2110205263248512,3.7362276832944374
F269,Line Breakage,"(34.5583, -118.3819)",2026.0606594454114,228.47983302685935,47.1588192287612,38.03826775299353,15.60147260418746,Thunderstorm,Scheduled,Overheated,4.932618443058748,1.868725910986853
F428,Transformer Failure,"(34.8143, -118.6652)",1925.9323737560028,223.02142629917904,48.30805440771128,21.238638150450022,18.06913047189343,Clear,Scheduled,Faulty,5.0711219956295,2.8454521528098775
F002,Transformer Failure,"(34.7291, -118.1506)",1939.6552913042215,227.78695109795743,43.318517733683606,38.04496475323302,16.168034699229665,Thunderstorm,Pending,Overheated,4.280427821773592,4.965093998911095
F036,Transformer Failure,"(34.6971, -118.6118)",2014.8963220484013,233.09850676932234,47.01284251148439,29.787207618488292,19.193029160083537,Thunderstorm,Scheduled,Overheated,4.977010390430035,3.6801370678537597
F345,Line Breakage,"(34.0897, -118.4778)",2166.540968446073,190.13033828846628,54.44408513886856,37.88484609948304,17.912465555594732,Clear,Completed,Normal,2.971995929996697,2.9590852418583387
F203,Line Breakage,"(34.2388, -118.6915)",1759.8141657867375,195.3327100552267,51.754410061832175,39.82846675926047,12.128471285095028,Snowy,Completed,Normal,3.3561501180520916,3.725915851316417
F114,Overheating,"(34.3674, -118.3478)",2124.056838845339,215.01131625859773,48.40930591252071,28.540138873081805,24.958683847917474,Rainy,Completed,Overheated,2.9116662697472986,5.07356009758149
F476,Transformer Failure,"(34.3813, -118.5256)",2115.4021035692094,228.52656728615625,53.992483036396166,34.370316712447355,22.36840504177679,Rainy,Scheduled,Overheated,4.388335944437236,0.9144023468494109
F373,Line Breakage,"(34.4192, -118.8254)",2157.199445767659,221.53781702586483,42.89874163774605,18.831596585680096,24.569182720124008,Windstorm,Scheduled,Faulty,4.6521254032843995,3.0325585025069186
F092,Line Breakage,"(34.1603, -118.1848)",2000.7110640494643,191.2686268749211,51.02806737891999,39.80575422504932,28.708369817580515,Clear,Scheduled,Overheated,4.428838519382664,5.943862895113576
F341,Line Breakage,"(34.1883, -118.5957)",2070.3941817902123,210.28920192827547,47.727548308435544,38.57420886424602,23.468649288163355,Clear,Completed,Normal,2.3239577958884987,4.036746960485804
F031,Line Breakage,"(34.6412, -118.8183)",2160.399172864533,232.0933577613664,52.65463747822767,24.501662277513617,18.433283329710964,Snowy,Completed,Normal,5.766063366744233,6.058722096921739
F296,Line Breakage,"(34.5993, -118.2142)",1923.523735877089,187.72755311324943,51.91251050820749,40.85781388848994,21.94380952930638,Snowy,Scheduled,Normal,6.592082987706537,3.8660663110149383
F130,Transformer Failure,"(34.0727, -118.7636)",1919.803064130022,241.64070411101088,52.29796942006401,36.918820970457645,24.836668709996555,Rainy,Scheduled,Faulty,5.3900344463665775,6.205963607608592
F255,Line Breakage,"(34.6144, -118.1786)",2219.5432427867545,254.01711722656825,47.88034725227692,34.683057834911175,11.149565330369404,Thunderstorm,Pending,Faulty,5.470247200850621,3.9629284533601945
F216,Transformer Failure,"(34.7577, -118.3316)",2130.3858579544644,223.11611007725253,52.470263196918225,30.608217711472026,12.315307777459218,Rainy,Completed,Faulty,4.699044316756028,1.4769664476774786
F467,Overheating,"(34.2465, -118.5381)",2272.060739070171,212.37839328506584,45.10999151436277,38.852343966630116,19.193462220165852,Rainy,Completed,Overheated,2.5856823067014316,5.555379009517016
F481,Transformer Failure,"(34.2405, -118.9492)",1935.5888313920464,213.17013660654777,48.2587165749698,33.77595099871157,20.423176476201554,Thunderstorm,Completed,Faulty,6.030698990602108,2.2818940116771604
F105,Overheating,"(34.0315, -118.2743)",2170.895269216732,189.4019015773734,51.3240470216605,38.600146369289874,16.141606811424968,Snowy,Pending,Faulty,2.0737721914032248,4.156818011086694
F288,Line Breakage,"(34.658, -118.5611)",2193.6434592344895,201.56958989943345,47.938133327553984,28.333159325036448,20.249848516941306,Rainy,Scheduled,Overheated,4.9040699293664805,3.9588031308340987
F247,Overheating,"(34.1619, -118.6775)",2070.361173401572,195.44763646865695,55.5331628283525,29.444035487590842,23.07663788585297,Thunderstorm,Completed,Normal,4.097351858135706,3.637347050919831
F197,Line Breakage,"(34.9604, -118.0921)",2105.1394776261154,223.35506588538357,53.05684080659638,37.00232928887691,26.333022611385296,Thunderstorm,Pending,Normal,4.130738737088178,4.45505158940123
F368,Transformer Failure,"(34.4617, -118.9973)",2212.0151565121173,208.4478679297274,47.73411896669548,42.502739096095574,25.282990686213196,Thunderstorm,Pending,Faulty,1.995411672127473,5.914374468242125
F109,Overheating,"(34.1685, -118.1464)",2100.4465752097717,209.40113727169918,49.615645200472834,30.332537912769336,19.078960056734257,Clear,Pending,Faulty,2.901629321250864,4.863858576446403
F069,Overheating,"(34.1288, -118.2197)",1983.0198963815315,229.44718940226102,51.65016120753844,39.340988203822796,15.836778205389098,Thunderstorm,Completed,Normal,4.662568172545904,7.828701674621563
F492,Line Breakage,"(34.9723, -118.9695)",2158.3029267206484,196.40197433401846,47.68660402324256,30.23653388760055,19.396693777559772,Clear,Pending,Overheated,3.1155936997627505,3.6086634133224864
F173,Transformer Failure,"(34.3119, -118.122)",1819.1775117144693,229.7316934629124,46.13003278676782,28.377020049258782,18.60784668628475,Rainy,Completed,Faulty,2.8420622605022694,4.998154194686582
F347,Transformer Failure,"(34.0382, -118.3567)",2259.4079181953452,209.4938660961286,51.63260306286406,32.14734777273363,18.5797644148446,Thunderstorm,Scheduled,Overheated,4.3003223757066245,4.924209631752703
F422,Overheating,"(34.3399, -118.3168)",1948.1395959905783,226.5635839957503,50.88728625445778,23.904801708411885,21.218652345319878,Rainy,Pending,Overheated,4.757113738669725,3.7275828149424965
F235,Line Breakage,"(34.048, -118.972)",1842.6973850699708,234.58316565525712,52.08229585216721,31.156470168578377,16.927747251446,Thunderstorm,Pending,Normal,4.367544003477357,3.317693754831014
F295,Overheating,"(34.192, -118.7198)",2165.670458414814,233.95299930846315,48.84452199680357,27.875205091691566,15.835985793119146,Clear,Scheduled,Overheated,4.995268245132988,4.293483371481037
F384,Overheating,"(34.4989, -118.2757)",1791.9851906721262,212.6758365150096,53.575782310414034,34.60780142509891,21.7737271193974,Snowy,Completed,Normal,2.6353477707936106,3.808090325741714
F252,Overheating,"(34.0658, -118.2155)",1943.8537286184244,225.12736004812106,52.049031794229,29.291331818332733,24.439370662591852,Snowy,Completed,Normal,1.788735932094621,4.552135539542236
F003,Line Breakage,"(34.4447, -118.2992)",1842.2152593793191,208.47825849877802,48.80767957553136,32.76568541133996,10.197483726958902,Snowy,Scheduled,Normal,6.160783720113496,3.0903635703716636
F315,Line Breakage,"(34.8664, -118.4677)",2137.75392808556,216.232331240207,50.55104052786516,35.30687498852984,10.187127777101079,Snowy,Scheduled,Normal,5.463638434968161,5.028453429405896
F476,Line Breakage,"(34.6814, -118.1249)",2206.759973108798,209.40205382308613,56.804457808359025,31.821335898795706,16.124668211377404,Clear,Scheduled,Overheated,4.2028277938452785,1.8811073918266912
F203,Overheating,"(34.2465, -118.5381)",2112.3479128848676,191.9955369434864,55.673949402457225,24.37138050553332,18.585531828217253,Rainy,Pending,Overheated,4.886271103973448,4.115393834560075
F169,Overheating,"(34.1866, -118.7514)",1924.8064596282247,203.77529352036507,47.81985966734096,39.25770229760271,23.818609623075265,Clear,Pending,Faulty,3.3395456904804037,4.187841851738799
F255,Overheating,"(34.6605, -118.7844)",1959.390194241679,234.11464527067653,47.95443335609519,28.985715179213138,14.973396605078731,Clear,Scheduled,Faulty,4.108535432496564,1.7792413113213952
F106,Transformer Failure,"(34.1509, -118.8873)",2190.383538964761,212.6268548031142,50.57584454550421,19.216117814359464,21.685993416072677,Snowy,Pending,Normal,4.08671803286099,4.275771740558606
F096,Line Breakage,"(34.7565, -118.8695)",2103.2117396075323,226.92052409634871,51.792639408879324,27.274276565959045,25.25461834874183,Snowy,Scheduled,Overheated,4.640794009879693,6.467160616188108
F178,Line Breakage,"(34.059, -118.2617)",2125.458025414743,256.7223496687324,54.90366995731921,31.69391676057723,11.013843748296841,Rainy,Pending,Normal,5.537859148768718,9.160145590172007
F013,Transformer Failure,"(34.6747, -118.6695)",2064.9019972616393,230.13495125760141,53.611479575818684,24.13653194560856,16.432407843228624,Snowy,Completed,Overheated,3.3993221045360036,2.7381596202134455
F054,Line Breakage,"(34.913, -118.9203)",2204.944248302786,259.6745003494041,47.61304702872608,27.234337751099225,14.623955802297559,Clear,Pending,Normal,4.1369796476543605,0.8668620118427985
F015,Transformer Failure,"(34.353, -118.1848)",2032.3035776344707,241.90248708854068,50.206021608456645,27.691205216993627,11.77494347242752,Thunderstorm,Scheduled,Faulty,3.5887609691709286,6.155679422160219
F186,Overheating,"(34.8432, -118.2489)",2112.3383958029117,230.94526273715474,47.880575138551045,15.91465885692359,13.866044326534755,Clear,Scheduled,Faulty,3.595796580199937,5.036988345028547
F286,Overheating,"(34.175, -118.2959)",2001.3630882152365,174.2578871887747,45.802144002293566,36.97879316854281,15.425624427448042,Snowy,Completed,Normal,3.6912971665223044,1.6205786074179485
F358,Overheating,"(34.3183, -118.8763)",2218.5480527783593,203.85416223956113,47.26930086440137,46.06269002429815,14.736362329388076,Thunderstorm,Completed,Normal,3.35826033904929,0.9396822937213716
F226,Overheating,"(34.1705, -118.98)",1981.1351912904456,256.4928320722808,47.24132761624975,32.672947431335196,9.476441394503706,Clear,Pending,Overheated,4.884331862099717,4.240652821254581
F461,Line Breakage,"(34.3229, -118.46)",1993.931191116742,179.83958714974267,50.72554498150262,25.37769639505111,19.186695186213093,Snowy,Scheduled,Faulty,5.198870023350789,7.277161523708656
F182,Line Breakage,"(34.3709, -118.4099)",1804.4657997243853,253.97283710696993,50.90156154116016,27.416792820636775,35.54865426679083,Snowy,Pending,Normal,5.038531586549295,3.1512625555102938
F112,Overheating,"(34.8173, -118.8213)",2002.1044317562391,209.83446924236267,52.85637568686079,28.475880448990104,20.75010086523482,Snowy,Pending,Overheated,6.946006888542526,3.8113547198015394
F162,Line Breakage,"(34.2934, -118.8373)",2225.438736599582,239.52809562818175,50.08917601089288,24.64718673593992,28.51067487042829,Clear,Completed,Normal,4.637911381870516,7.361056512901142
F236,Line Breakage,"(34.0919, -118.6397)",2112.4873881049816,185.99561639604474,46.2930417344802,41.046147500183906,24.66857261136515,Snowy,Scheduled,Normal,3.4639273360792013,4.432453041258514
F202,Line Breakage,"(34.1423, -118.0188)",2038.6800611539268,209.62117572444302,54.40798677242902,29.932342735711615,26.92983190297565,Snowy,Scheduled,Normal,4.430544935819222,6.1166509860293345
F184,Line Breakage,"(34.9733, -118.438)",2025.161122971637,185.32595159684476,51.93863833881067,31.685812748707317,16.781926324115254,Rainy,Scheduled,Faulty,1.7957453335187492,2.6812289689535094
F479,Transformer Failure,"(34.0532, -118.4305)",2149.571558318546,213.495791340983,53.50695003794772,41.60318022558631,18.35720152403433,Windstorm,Completed,Faulty,4.0895385445575165,0.674846439913876
F462,Overheating,"(34.5583, -118.3819)",2144.4389654685974,228.84605174784684,47.976113575568675,20.437768317408903,21.94961497856455,Rainy,Completed,Faulty,2.8489767945542543,5.075615786462514
F168,Overheating,"(34.192, -118.7198)",1941.902694202961,199.41808751297114,51.086441597712444,40.059463867793,19.16126636688054,Thunderstorm,Scheduled,Overheated,5.023491675379617,4.731897584633474
F434,Line Breakage,"(34.9959, -118.5916)",1985.9972479271769,212.9226534383295,53.330496980444124,29.06223354734695,18.69174838365132,Rainy,Completed,Faulty,5.0449910251251175,1.4308667386014973
F290,Overheating,"(34.6593, -118.3811)",1955.835753699332,217.35634988779472,51.85560234533778,28.90293025328864,21.21614552242305,Clear,Completed,Normal,1.9714833298685672,2.105228562465344
F254,Overheating,"(34.8153, -118.2817)",2238.5715717245384,178.22696661447873,56.38301264980363,27.35626023737715,14.463408913823553,Clear,Pending,Overheated,7.438955552377962,3.0230260123853996
F306,Line Breakage,"(34.5186, -118.4941)",2269.037406880609,228.84714493781982,50.508988910276415,30.628838103104343,17.83977887169691,Rainy,Completed,Faulty,3.30856647936119,6.022848185452158
F150,Transformer Failure,"(34.8492, -118.4913)",1870.5637884135535,225.01044765721068,46.969899229986886,27.70837517793099,17.657579256967363,Clear,Pending,Overheated,5.577438688302832,4.900111875851079
F063,Transformer Failure,"(34.7606, -118.9892)",1986.3627177699689,239.08893049459246,51.8047020487097,35.31367962241216,2.928744898045835,Rainy,Completed,Normal,2.953221714869202,4.039135158192028
F255,Transformer Failure,"(34.2693, -118.9701)",1861.7529138360849,225.55008768920345,51.60026270849625,35.336316027981084,12.499922557535275,Windstorm,Completed,Faulty,2.9683368455000494,6.445446717983856
F108,Overheating,"(34.8354, -118.4102)",1878.6501353467186,209.55954967191346,46.53579738098787,26.360531014222794,21.282297819240423,Clear,Completed,Overheated,5.839018700728406,3.568948896573915
F279,Line Breakage,"(34.9466, -118.9793)",1850.9179163344338,180.05325065553336,43.38290567205982,21.480222887545754,20.15420267494258,Rainy,Pending,Normal,5.986649648251164,2.739600692419813
F211,Overheating,"(34.9919, -118.4969)",2091.5341390135864,257.33990925914713,50.10252606241065,34.80491241910873,17.51150392874993,Rainy,Scheduled,Overheated,1.7012104653151328,4.331133444949727
F313,Transformer Failure,"(34.6807, -118.0055)",1956.2219689998615,243.2017615858803,52.46290615961247,40.41551150190188,13.265901383539424,Windstorm,Completed,Normal,5.154849853390482,4.60541286023209
F109,Transformer Failure,"(34.8303, -118.7778)",1699.1920162678878,224.4166186073983,53.180185527281836,24.460457064046665,19.763621111517956,Snowy,Scheduled,Faulty,2.7008237040635024,0.5424288590219031
F074,Overheating,"(34.5751, -118.1992)",2229.328314048749,200.7821595078645,51.70078026599134,33.99332443712586,21.26440897146374,Clear,Completed,Faulty,4.449584574539016,5.490029036978901
F225,Line Breakage,"(34.5757, -118.1853)",2160.9574728292823,223.4676836418696,51.2593129425818,35.37861230450924,8.948614272912748,Thunderstorm,Completed,Faulty,4.177682655553639,5.895023994312105
F217,Line Breakage,"(34.1262, -118.9636)",1874.910167281269,187.9082748804771,52.0230634400215,25.626399471473288,12.063377249786484,Windstorm,Scheduled,Normal,3.8291188736566983,4.503230324045027
F450,Transformer Failure,"(34.6677, -118.4861)",2038.3397739323184,228.41604116309105,52.15516496015614,32.12354250675189,17.014521849772454,Clear,Completed,Normal,2.688071504446042,3.1767748228120767
F005,Overheating,"(34.879, -118.3116)",2249.9673716303637,190.5404499952507,50.46360957701623,36.098389638633,5.4144460846871745,Rainy,Scheduled,Faulty,6.613303389837844,7.7118105287963115
F007,Line Breakage,"(34.5751, -118.4681)",1851.221151637761,208.535338148851,49.973159319301736,30.605697110819104,15.39063255563537,Clear,Scheduled,Overheated,2.730196473679391,3.2464210807043274
F055,Overheating,"(34.8777, -118.0393)",2196.5408714229475,208.16956711913213,51.25859506171116,27.136533837013403,19.355748528724966,Clear,Pending,Normal,4.210268329680058,3.3329821736542793
F057,Overheating,"(34.9816, -118.0978)",2005.8504214376812,204.38872368519617,48.237767808517766,29.903612391054587,24.2773910624171,Windstorm,Pending,Overheated,4.572763803123106,6.239235583081662
F082,Transformer Failure,"(34.4452, -118.4242)",2191.2011581059983,213.40897369374164,48.09761742953334,26.814683180857,15.75333750833739,Rainy,Pending,Overheated,3.494961253950321,5.031211690852485
